ID_REF,GSM1443061,GSM1443062,GSM1443063,GSM1443064,GSM1443065,GSM1443066
5006,269341507,625256350,830215810,1116932471,1588883299,681729665
5007,0.21,0.17,0.05,0.07,0.07,0.11
5008,10231729,0.04,0.05,0.07,0.07,1026800
5009,1094723,1622140,1997188,1,1381905,0.54
5010,4530753,3517013,5575458,1626547,1830953,1715566
5011,13030834,8644664,7520083,7441655,6423015,16420932
5012,0.03,0.04,0.05,0.07,0.15,3054697
5013,0.54,2286847,1753151,0.16,7391929,0.24
5014,0.03,0.04,0.05,6736685,7613819,1
5015,0.2,0.38,0.1,0.17,0.37,0.11
5016,1283737,0.62,1774719,0.81,0.83,0.21
5017,2757707,0.47,2653846,0.08,43682394,45634269
5018,0.03,0.03,0.05,0.08,0.07,0.1
5019,2021995,2976180,3554080,2905057,2285245,0.99
5020,0.94,0.9,1144309,1834452,5938454,0.76
5021,171321858,342533013,153309802,448106360,584464893,28878824
5022,9380428,31110435,46475025,24138936,39279994,2074571
5023,32280268,33085125,27182146,25825481,30954020,8435523
5024,1560472,3690178,13674786,5926196,0.07,6162131
5025,0.13,0.17,0.12,0.36,0.09,0.31
5026,1811219,1288947,1121738,0.47,0.6,0.09
5027,0.03,0.04,0.05,0.07,0.07,0.09
5028,5457448,10839385,1520872,93202894,175244350,12176489
5029,5543307,6214414,2629901,3608143,3798429,1234846
5030,0.21,17098391,0.1,0.18,0.23,0.09
5031,16147258,31970991,24032206,28708775,17368936,2875178
5032,4041773,2707184,3041241,3685067,4947847,0.74
5033,1691986,31181540,1777338,1951795,5236847,10432664
5034,0.16,0.16,0.07,0.29,0.1,0.09
5035,3159196,3788976,10291100,9844075,7747837,1
5036,1433924,2373403,4972995,2314147,1550737,0.61
5037,19784804,0.36,0.61,1404907,0.53,0.38
5038,0.17,0.5,2489436,7622237,0.07,6590884
5039,0.22,0.13,13572134,0.21,21100864,2473844
5040,5711169,14137569,32338433,41155754,44629109,35891028
5041,0.92,1168177,1129388,0.82,1061121,0.34
5042,0.65,0.21,0.42,0.61,0.27,0.1
5043,93437177,4703034,9320083,11572268,2543125,1493252
5044,0.34,21856813,0.88,0.63,0.4,0.26
5045,0.06,0.09,0.09,0.18,0.07,4249069
5046,0.09,13194515,19755279,1593359,0.07,0.54
5047,0.1,0.16,0.11,0.38,0.13,0.1
5048,0.19,0.09,0.08,0.14,1100419,11683829
5049,0.55,6378902,0.62,0.15,0.4,0.1
5050,26227658,36698682,24542665,7411655,82028759,7461128
5051,0.03,0.04,0.05,0.07,0.06,0.1
5052,0.16,0.15,0.1,0.61,0.4,0.1
5053,87825907,210452064,242688242,537358363,715793085,78333993
5054,1257480,0.17,0.28,0.52,0.32,0.13
5055,0.16,0.12,13120477,0.07,4779971,1318522
5056,0.7,0.07,3046686,0.16,0.29,0.1
5057,0.08,0.06,0.28,0.13,0.14,0.1
5058,31566040,8515577,14565521,494394383,66124019,26377053
5059,0.09,0.04,0.05,0.07,0.12,0.1
5060,0.56,0.93,0.09,0.55,0.09,0.1
5061,0.03,0.04,0.05,0.07,0.06,0.1
5062,18613629,70157226,33490931,183859123,30870852,47781812
5063,2850184,0.06,0.11,2986504,0.19,0.1
5064,2595106,4983949,3412859,4110041,3492127,21962184
5065,0.28,0.55,0.05,1739523,7502980,0.1
5066,0.03,0.04,0.05,0.07,0.06,0.1
5067,0.36,0.23,0.23,2527586,0.06,0.1
5068,0.05,0.04,0.05,0.21,0.16,0.1
5069,0.25,0.17,1862078,1071585,1615376,0.44
5070,4227450,0.76,1087342,2816616,2490388,10246929
5071,2886186,1320769,3038974,2248969,2543314,0.63
5072,43948451,105832206,0.59,488045515,119200945,10978654
5073,3935939,1263176,2084805,1385726,3759812,0.67
5074,0.03,0.04,8015993,0.07,0.06,0.11
5075,17771637,0.14,9754392,27357587,1246554,2720723
5076,0.6,2006766,0.6,0.5,1060411,0.19
5077,0.24,0.11,0.05,1962472,0.23,0.11
5078,20928170,29041553,22967924,27457737,33642314,5313647
5079,1067664,1615707,5029425,92963345,0.27,23971185
5081,29896449,25572533,44691267,16092306,14170027,2888644
5082,2529879,74096284,0.05,0.1,0.43,6806427
5083,268103715,309092903,277098418,296413723,303641189,58541969
5084,1801374,24360813,10588034,2928317,0.07,0.54
5085,0.43,0.83,1252804,1471891,1759159,0.32
5086,79578773,136841421,218735062,464787391,104616150,309707620
5087,64714267,101980525,124970920,94367962,156196004,12314691
5088,0.45,1992463,0.61,28369761,1727064,1898280
5089,59676208,85244362,215333099,725718917,1084342253,220372626
5090,16312477,15563900,16741414,65640236,16823714,2540602
5091,0.27,0.22,0.3,0.81,0.32,0.11
5092,2214904,8104519,3419536,50685998,125323510,2031882
5093,6081779,6056867,5453204,1838154,8065353,0.4
5094,554927292,871844993,1139044407,1320115588,1810408095,456553970
5095,0.03,0.04,0.05,0.11,0.08,3068259
5096,0.03,1085093,0.05,26291574,0.22,1792140
5097,0.25,5416675,0.66,0.2,0.16,20114188
5098,0.03,0.04,0.05,18999559,0.08,0.11
5099,2502722,7851965,17274435,44390070,14474468,0.11
5100,0.03,0.04,0.05,0.08,0.15,0.11
5101,4662029,0.72,0.92,1044838,0.85,0.53
5102,0.03,0.05,0.65,0.18,0.21,0.1
5103,0.07,0.13,5653636,0.81,0.09,0.1
5104,0.43,1000855,0.57,0.47,1002757,0.25
5106,0.04,0.03,0.26,0.1,0.26,0.1
5107,0.06,0.03,0.05,0.08,0.1,0.1
5108,0.35,0.18,0.05,0.07,0.27,0.1
5109,6025655,7745574,9947375,9593742,5458882,1394755
5110,0.37,5006218,0.05,0.07,0.14,0.58
5111,1524724,3154295,3487051,3703032,5359295,0.69
5112,0.17,0.81,2214331,2585949,2148733,1490476
5113,4644825,2459452,1886524,5764967,3660507,2291143
5114,0.16,0.11,0.19,0.56,0.89,0.09
5115,0.22,1690831,0.05,1879420,0.07,25766439
5117,0.1,0.04,0.05,0.07,0.12,0.09
5118,444532910,679742748,843680786,1405989964,1489373809,978238995
5119,9318511,20945118,26810912,23241599,8321477,0.84
5120,25584339,24247975,17466488,24687324,34114163,3996147
5121,15174532,18069094,0.05,7253213,4889745,2018115
5122,0.05,0.04,2659331,0.07,0.07,0.09
5123,75692423,147728516,125147568,107112222,122870815,5626378
5124,5575107,4456193,4406598,4870346,19090866,1659065
5125,2735169,2533876,1841787,1779711,3417778,0.81
5126,10538949,2872340,5214266,2134218,1865577,0.93
5127,32816757,25853685,38553704,52959927,23450791,13971996
5128,20836802,0.04,5764492,0.07,0.07,2387708
5129,0.03,0.04,0.05,0.07,0.07,0.1
5130,0.05,0.09,0.06,0.12,0.13,0.12
5131,0.03,0.04,0.05,0.07,0.07,0.11
5133,1030950578,2111896476,2845488638,4105433362,4736479345,2602203282
5134,0.03,0.34,0.05,0.07,0.06,0.1
5135,1933769,0.04,0.05,0.07,0.06,0.1
5136,0.03,0.56,0.07,0.28,0.16,0.27
5137,9868398,1364560,2387090,2078087,2785819,0.2
5138,0.03,0.05,0.35,0.13,0.06,0.1
5139,2111266,1869060,1644475,1100955,1620716,0.38
5140,2048312,38430684,1323326,2015607,72644197,0.83
5141,0.16,0.1,0.07,0.07,0.14,0.22
5142,7389066,0.99,1369090,0.98,1001910,0.45
5143,0.72,0.71,1107970,1200761,1382764,2027727
5144,5385795,0.2,0.32,0.57,75722572,0.46
5145,0.58,0.34,39152666,0.62,0.7,21100400
5146,0.04,1369654,0.08,4869801,0.06,4365694
5148,0.03,0.04,0.05,0.07,0.06,0.1
5149,0.57,0.39,0.32,0.84,0.65,0.87
5150,228834313,261268146,464449037,1589396820,938587250,391042859
5151,0.16,0.1,0.2,0.14,0.19,0.58
5152,0.97,0.09,13397360,0.32,85882346,19710140
5153,0.3,0.43,0.3,0.59,0.71,0.24
5154,0.61,1233788,0.55,1196584,1502039,0.52
5155,99926882,274520514,285530670,284595255,1132308102,83456334
5156,3812662,0.31,0.72,183857187,3406059,0.11
5157,3822995,1222873,12724296,4817408,1295793,6432967
5158,0.03,0.04,0.05,0.22,0.07,0.11
5159,2209447,2759108,2137745,13074777,33587658,12193195
5160,0.03,0.04,0.05,0.06,0.06,0.11
5161,33337600,8868790,20574896,0.67,186009428,29320233
5162,0.76,2657013,1232315,2179912,0.4,0.11
5163,0.41,0.04,0.05,0.31,0.79,5756428
5164,4484382,0.86,0.77,2304875,1165152,3256803
5165,13530735,0.04,0.05,0.42,0.06,0.11
5166,0.03,0.04,1474098,0.07,0.07,7294317
5167,0.03,0.04,0.05,0.07,0.07,10538022
5168,10825275,21251908,10455588,6664543,60080034,1682095
5169,1686569,2703758,5893031,1860307,1501639,0.94
5170,10919257,11637661,29680985,22038025,17694453,2020679
5171,11141977,20772881,16851563,13896181,13120234,59107374
5172,0.98,0.6,0.28,2100221,0.36,0.11
5174,37246213,35575759,127917484,44972487,37986798,4659074
5175,22662110,103602580,119348483,429593459,368958128,128097842
5176,94639027,135890333,164863277,326627753,379878123,337768741
5177,90551132,83296668,101166586,104201079,97229407,49712665
5178,6644663,20696809,5641324,11003985,120077577,5814079
5179,0.21,0.33,0.19,0.14,0.41,0.11
5180,0.77,0.21,0.23,0.63,0.44,0.11
5182,0.09,0.06,0.08,0.19,0.37,0.13
5183,2898009,2540988,33737055,7602348,0.36,0.31
5184,0.73,0.52,28341101,159592580,0.57,4578143
5185,1012220,0.13,0.08,0.39,0.48,0.11
5186,2631571,3570152,7985641,101855280,1745491,2517322
5187,2463667,0.32,0.24,37951614,0.36,16143629
5188,0.26,0.03,0.06,0.17,0.21,0.1
5189,0.05,0.08,0.05,0.08,0.17,0.1
5190,16549116,7932502,3469766,0.08,0.07,22735088
5191,0.49,0.65,0.53,1053019,1797328,0.1
5192,2665412,5748786,2528333,7173311,6903717,0.84
5193,0.26,8298705,1336806,76814802,125110001,11469069
5194,29535896,3336623,32925727,0.34,0.28,0.98
5195,1360588,35056269,0.05,0.07,0.17,3287141
5196,0.2,0.14,0.05,0.08,0.07,0.09
5197,0.03,0.04,7059608,0.07,0.07,0.09
5198,0.51,0.49,1435678,0.72,0.26,0.18
5199,0.12,0.04,0.05,0.07,0.13,0.09
5200,0.8,4052905,0.53,8680721,6498779,0.19
5201,3066676,56222638,1926499,2011561,2354300,0.64
5202,0.03,0.04,0.05,0.17,0.07,0.09
5203,8570810,9470910,8261307,8553006,9692865,1283285
5204,0.03,0.05,0.05,0.07,0.07,0.09
5205,17428669,13317475,6414628,15088686,22353512,0.37
5206,14546723,28873906,24187866,49475931,176933686,63428480
5207,0.03,0.04,0.05,0.32,0.14,0.09
5208,0.03,0.04,0.05,0.07,0.07,0.09
5209,0.33,0.18,0.11,0.38,0.14,0.1
5210,0.04,0.04,0.05,0.07,0.07,0.09
5211,6588729,0.1,0.05,41858522,26981945,9091346
5212,0.05,0.15,0.07,0.14,0.14,16341334
5213,1928408,1455170,1308285,3104341,1925603,0.69
5214,1098736,0.71,1812951,2684649,9621406,0.19
5215,0.1,13158038,6011184,0.11,129232744,8947320
5216,6887563,60182404,39155916,23845410,77757013,102633788
5217,0.76,0.23,0.22,0.53,0.42,0.1
5218,0.91,0.56,0.84,1668362,0.96,0.35
5219,11457106,55310818,43915414,325403116,481123398,151169565
5220,0.45,12801254,0.87,0.62,0.43,0.88
5221,0.03,0.04,0.05,0.07,0.06,0.1
5222,0.39,1171851,0.64,4424635,4243234,0.4
5223,11701587,55337650,19848449,123684107,15443866,5636905
5224,0.2,0.12,0.5,0.29,0.22,0.1
5225,0.03,0.04,0.05,0.07,0.06,0.1
5226,0.17,0.29,0.16,0.76,0.49,0.29
5227,0.71,0.47,0.69,0.78,0.77,0.1
5228,13377159,15466880,9185220,12530064,11159570,1206789
5229,0.14,0.04,0.05,0.07,0.08,1797306
5230,2556430,1731051,1421178,1366991,4008394,0.47
5231,0.54,0.1,0.11,0.24,0.29,0.1
5232,0.22,0.2,0.5,0.52,0.49,0.13
5233,42993773,164069029,173666605,520137569,683265101,704627474
5234,10046909,9246158,11562219,85505910,11281306,4079650
5235,0.06,0.08,0.05,0.12,0.14,0.1
5236,0.83,0.96,0.64,0.72,3216757,0.42
5237,2009559,1258741,9872899,2855809,2578602,1061218
5238,5821919,5147703,4923098,2330846,6562223,0.68
5239,0.75,0.95,1,1319747,2292485,0.23
5240,0.03,0.04,0.05,0.07,0.06,0.11
5241,0.39,0.94,0.68,1168759,0.75,4645449
5242,4341824,2338693,3861197,2792229,5919384,0.66
5243,0.46,0.14,0.05,0.17,0.06,0.11
5244,0.03,0.07,13651671,0.06,0.07,7833207
5245,0.13,0.16,0.18,0.29,0.08,0.11
5246,4963551,3536932,6381195,54887116,17224683,13977830
5247,2070881,4878258,0.05,26748417,0.16,8657202
5248,0.03,0.04,0.05,0.06,0.06,0.11
5249,0.03,0.04,25956620,50955234,5784676,10412643
5250,16173138,46845515,20596414,227119661,0.06,110124428
5251,0.11,0.04,0.15,0.17,0.4,0.17
5252,15587117,40722374,15415031,22972069,20614340,5666909
5253,147117495,140121192,133264534,146100866,95012020,11801781
5254,0.47,0.12,0.14,0.16,0.34,0.11
5255,3045788,0.04,2481726,0.07,1003439,0.95
5256,0.03,0.09,0.05,0.07,0.09,0.11
5257,0.74,0.28,0.29,0.5,0.34,0.31
5258,1046888,1502811,2066684,0.55,0.98,0.95
5259,0.03,0.38,0.05,0.07,10350614,1739632
5260,0.3,0.22,0.1,0.32,0.34,0.11
5261,2249386,1272115,0.89,1028220,0.65,2851496
5262,0.18,0.26,0.23,0.47,0.62,0.17
5263,49979309,26743639,94363390,43096829,155757712,120120560
5264,10442401,8521364,9431530,32005438,14918647,1189502
5265,4613872,0.09,0.19,0.12,0.2,0.24
5266,0.03,0.04,11978725,0.07,0.08,3706012
5267,0.13,0.18,0.11,0.21,0.59,1364774
5268,1470725,16846234,0.84,3300611,0.61,0.15
5269,28679512,7804139,10297636,8018922,12110744,7282423
5270,0.03,0.04,0.05,0.08,0.08,0.11
5271,11990431,7538010,18948660,4877698,20408759,1507499
5272,3247164,0.47,0.05,0.23,0.23,0.1
5273,0.47,0.53,0.46,0.3,0.52,0.1
5274,0.75,0.04,0.1,0.31,0.21,0.1
5275,0.07,0.03,0.19,0.11,3011626,0.94
5276,36677998,17522508,56970774,98375880,68705293,46618897
5277,0.22,0.04,7468765,48473203,0.07,9022631
5278,1832616,2595658,2415573,2696997,4704064,0.47
5279,0.71,0.18,0.16,20165105,1894378,0.09
5280,0.18,6848501,0.22,86840709,0.16,1232645
5281,1022055,0.04,0.05,0.07,0.08,0.09
5282,0.93,2455263,21768110,110334119,0.88,0.34
5283,0.03,0.04,0.05,0.07,0.07,0.09
5284,665374149,957342732,1169592496,1884366872,2335620916,1273678176
5285,0.03,0.04,0.05,0.07,0.07,0.09
5286,2612431,3371226,2875935,3009802,3517087,1031667
5287,0.03,0.1,0.05,0.07,0.18,5944936
5288,0.07,0.04,0.05,0.07,5471134,0.09
5289,0.03,0.05,0.05,0.13,0.16,0.09
5290,0.65,0.51,1680246,1049076,0.55,0.29
5291,36764948,42644682,174748482,397355512,465917294,59128441
5292,0.43,0.17,0.36,7929756,0.07,0.09
5293,0.24,0.27,1273843,0.43,0.39,0.13
5294,11203017,0.08,0.14,0.09,0.19,0.34
5295,0.33,24137224,10979799,0.49,0.38,50527048
5296,396207045,859742884,1151821918,1846118193,2222277292,819565978
5297,88837824,266041569,298968874,437295645,689098208,1020536144
5298,5489346,5417918,6568985,1617524,5730756,27017234
5299,1590894,4829471,10598355,0.23,0.26,0.49
5300,6933565,2756039,1690445,5740351,6366896,1335864
5301,5526710,6439921,6000044,6145050,4287481,0.67
5302,0.03,0.05,0.05,0.07,0.87,1960462
5303,0.09,0.07,0.21,0.33,0.2,0.1
5304,2508293,31111202,52434108,18306356,109888181,74528179
5305,2773451,20250323,29406657,48817811,96544098,48056259
5306,1638007,0.04,0.05,0.07,0.06,0.96
5307,1405945,0.58,0.96,1140611,1031148,10919734
5308,0.03,7132975,0.07,0.21,0.22,2929712
5309,0.72,0.64,0.57,1252201,2257762,4799960
5310,0.77,0.42,0.45,0.65,0.67,25270758
5311,62155293,118436943,152076746,232879091,63331843,276182262
5312,0.62,0.67,1281104,0.59,1036853,0.11
5313,0.17,0.04,0.05,0.07,0.06,0.1
5314,4492726,0.15,12556207,0.16,0.12,0.11
5315,14369939,66748045,81694926,196286859,158485502,19938026
5316,0.1,0.2,6912227,0.16,1136508,0.15
5317,1107236,0.46,12415568,15486095,111598520,56139180
5318,13643990,0.04,29787469,4524655,221523034,47589675
5319,4987064,0.04,3563584,0.53,1042626,15119678
5320,2306290,5382774,3136484,3489133,2018116,1323103
5321,3127395,5303264,39143776,4059929,2650389,1302048
5322,0.03,0.45,0.05,0.07,0.06,0.1
5323,0.11,0.18,0.12,0.7,0.24,0.12
5324,0.64,0.1,0.23,0.22,0.12,0.1
5325,0.03,0.04,0.05,0.06,0.06,2135476
5327,0.7,0.1,0.05,0.18,0.1,0.11
5328,17735995,7124335,9400989,18698746,0.06,16114628
5329,1074322,0.04,4485331,0.06,0.06,1680719
5330,0.09,0.13,0.05,0.22,0.08,0.11
5331,12251793,20146413,21896183,22844149,9529453,1703098
5332,3571792,25555621,71868632,41138897,1952594,0.74
5333,7149463,42437213,1300467,0.16,0.13,0.11
5334,0.17,0.15,0.15,0.39,0.27,0.11
5335,4117172,13386745,6055818,93008814,39393653,6461099
5336,0.03,0.04,0.05,0.06,0.14,0.11
5337,0.07,0.08,0.05,1102328,0.87,0.11
5338,10171942,11977125,0.15,42442620,0.37,1074767
5339,0.6,0.19,0.23,0.4,0.42,0.11
5340,1867807,4396198,3274886,6267430,6866563,0.7
5341,0.03,0.04,0.05,0.07,0.07,3731286
5342,0.69,0.19,0.05,0.09,0.07,0.11
5343,0.03,0.04,0.05,0.07,0.08,0.11
5344,0.63,2589530,2802242,2035003,3957636,5625130
5345,55289302,64804953,132707319,300407775,304991915,17144077
5346,1534327,1918495,3339158,3493549,1995246,2035550
5347,0.59,0.76,0.93,0.61,1192646,10661061
5348,0.31,0.6,0.39,0.63,0.43,0.12
5349,3209870,4111137,0.35,1467973,1444219,2747052
5350,0.4,0.49,0.46,0.71,0.6,0.11
5351,19809421,10177238,21650875,17255222,15198333,57295369
5352,4461302,0.18,0.27,0.07,0.21,0.11
5353,0.35,4796995,0.53,0.07,0.1,10129347
5354,1120144,0.62,0.78,1114235,0.66,0.86
5355,52769723,175780970,288473512,439907826,497014643,418925724
5356,4365563,30085764,6520926,47323332,0.07,16002027
5357,2209499,13562691,9343206,259078339,16335801,9492942
5358,3605097,4424344,5799135,6325929,53912469,0.75
5359,70085060,104400280,122069853,177611422,294294989,123269914
5360,0.09,0.69,0.11,1209441,0.49,0.1
5361,0.08,27561696,0.05,0.08,0.07,0.1
5362,1320883,1939835,0.52,0.5,1337632,0.22
5363,32504425,18956245,10661444,14087089,17385664,8215552
5364,0.27,0.3,0.72,0.58,0.11,12033211
5365,6946895,18875281,33665689,18252284,28966703,18777539
5366,10579636,9918189,14080350,58203922,41311901,4127140
5367,44852236,215291373,145415267,236464997,587362857,216780566
5368,1752492,2596347,2204971,2289463,2794498,0.66
5369,6723708,11330104,8129008,10267140,14610916,1052357
5370,0.03,0.04,0.05,0.07,0.07,12541076
5371,1570276,32241191,0.38,0.07,0.18,92490158
5372,1893460,0.96,1022803,3316505,1268728,10485095
5373,0.54,0.09,19357774,0.66,0.15,0.09
5374,35622508,7458112,4746838,4655742,48660042,18536276
5375,0.03,0.04,0.05,0.07,7798894,0.09
5376,4108218,3786485,2080104,3511412,3061674,0.61
5377,1178624,0.04,0.05,0.07,0.07,0.09
5378,0.21,0.77,1727982,0.12,1732116,0.09
5379,1103561,0.65,0.62,0.64,0.53,0.42
5380,0.03,0.04,0.05,0.07,0.07,0.17
5381,0.03,0.04,0.05,0.07,0.07,0.09
5382,0.03,0.04,0.05,14943066,0.07,3698509
5383,0.04,0.04,0.05,0.11,0.07,0.09
5384,2189386,3980845,4150219,2493223,1420509,0.1
5385,22582839,16573469,18729865,502944545,594572521,17864229
5386,1361946,1944035,1155259,1666544,9669503,0.53
5387,9215755,0.15,0.05,0.09,0.08,0.24
5388,0.87,0.69,0.29,0.7,0.34,13396461
5389,0.12,0.09,0.05,0.37,0.29,1796632
5390,5789370,5820424,3651699,6304319,28587366,27745607
5391,13443100,0.56,5762106,3223816,17325971,19145866
5392,0.03,0.04,0.05,0.07,0.06,0.1
5393,0.03,0.04,0.05,0.16,0.06,0.14
5394,63563127,163463345,233637959,415228325,373067279,409176674
5395,17911342,1298149,1048043,56144725,0.14,8090837
5396,2150016,2427532,3006359,5158404,3320016,1675576
5397,1460185,0.37,0.31,0.23,0.4,2585274
5398,0.03,0.55,0.05,0.2,26152680,54547595
5399,0.03,0.04,0.05,0.07,0.06,0.1
5400,0.03,0.04,0.05,0.07,0.06,0.1
5401,0.05,0.07,0.05,0.16,0.06,0.1
5402,26224552,32890846,42723546,36801273,50560424,1704580
5403,2160970,1550497,0.05,4583079,0.06,0.46
5404,0.03,2496267,0.05,15477124,3714812,5327445
5405,0.05,0.04,0.05,0.07,0.15,0.1
5406,0.6,1971216,1242486,42065471,57198028,41078434
5407,1479043,20483292,0.07,0.08,74976957,5299453
5408,1438233,2143110,3030630,4041505,4623361,1605059
5409,6730169,0.04,3749722,0.38,0.1,0.1
5410,0.44,0.27,0.19,1407958,128483822,26778536
5411,0.25,0.09,0.33,0.06,0.06,0.28
5412,3569629,6685951,9409715,7719655,13103200,4161433
5413,1189547,1455532,1406853,1936685,1056440,0.44
5414,0.03,0.04,23081595,122615004,28833562,9790548
5415,0.04,0.04,0.05,0.06,0.06,0.11
5416,0.03,0.04,0.05,0.06,0.06,1847768
5417,8397074,9195673,30329108,9254202,60149007,1480748
5418,1609749,0.48,3898723,2380029,3713337,0.39
5419,0.19,3423591,0.05,0.06,0.06,0.11
5420,0.05,0.04,0.05,0.1,0.06,0.16
5421,10531039,12877905,11300943,21754062,29451033,1589344
5422,0.23,0.1,0.07,0.15,0.36,28784948
5423,0.38,5581853,12230252,36092677,0.37,12167671
5424,0.46,0.22,0.05,0.07,0.1,0.11
5425,2245151,12367368,15230080,6377989,32384727,40106801
5426,2397826,0.29,1853897,0.07,0.76,9791232
5427,0.38,0.13,0.16,0.23,0.11,0.11
5428,89951605,95298299,125698757,171942109,206941474,15802655
5429,2788990,5387433,0.05,0.07,0.11,15047495
5430,0.04,0.04,0.05,0.07,0.07,0.11
5431,0.03,0.04,0.05,7184466,0.07,0.11
5432,3683348,5862641,5141770,16310292,3322476,0.66
5433,2057951,0.72,0.63,0.77,0.74,16787336
5434,0.03,0.11,0.05,0.12,0.13,0.11
5435,2797412,2290843,2088683,5073190,175396370,27015742
5436,1704327,3423232,3048646,1152343,5602643,0.71
5437,4647312,6709463,18001814,74278150,49919922,6336849
5438,0.03,0.04,0.05,0.12,0.08,0.11
5439,0.17,3326604,0.18,0.43,4440684,0.11
5440,223818421,229869405,218173294,672083660,875332974,331827584
5441,0.72,0.53,1103234,1051898,0.92,0.41
5442,1122486,0.83,1167593,0.87,0.95,0.45
5443,0.75,0.43,0.38,0.52,0.37,0.18
5444,0.15,0.14,0.14,0.1,0.12,0.1
5445,9565618,8484244,2938100,0.41,53171079,19230680
5446,3666474,7149245,55285340,6508555,10752242,3021062
5447,1306077,14316847,10513483,1092567,1183294,2426934
5448,4776466,0.14,0.05,0.07,0.13,0.09
5449,0.37,0.21,25098020,0.55,0.46,0.09
5450,0.03,0.03,0.05,0.07,0.07,0.09
5451,0.03,0.04,0.05,0.07,3324487,0.09
5452,0.03,0.04,0.05,0.07,0.07,0.54
5453,21085238,12514791,45593303,0.14,48803998,30710349
5454,0.54,7706806,0.94,1910796,0.63,0.48
5455,0.16,0.08,0.05,0.07,0.07,0.09
5456,4574613,107503489,7955747,433568737,4771016,132511164
5457,5058290,4956091,6368946,1589518,5920859,27259409
5458,0.07,0.16,0.05,66624639,0.07,0.09
5459,0.03,0.04,0.05,0.13,0.07,0.09
5460,0.32,0.61,0.49,0.8,0.37,0.09
5461,4977345,21546778,11679159,24672793,66640457,0.55
5462,11822357,11666745,2113933,0.07,17885109,3084161
5463,0.19,0.05,0.06,0.07,0.14,0.09
5464,2765749,4493195,8498429,4461026,2228608,0.67
5465,14434809,36110061,67815180,48539852,13503027,1019135
5466,0.1,0.12,0.1,0.18,0.12,0.17
5467,139377825,113975366,113181958,133206254,105141617,31519595
5468,0.03,0.04,0.05,0.07,0.07,0.09
5469,0.03,0.04,0.05,0.07,3908302,2255254
5470,0.44,0.04,0.05,0.07,0.06,1204629
5471,0.16,1577185,0.16,0.16,22553120,9525233
5472,0.03,0.04,3838529,0.07,0.06,0.1
5473,0.04,10325581,0.05,0.46,2451918,1932324
5474,134362897,302638604,256522863,594578352,562498401,109784977
5475,94960350,99768892,152587263,109525061,207624128,103903962
5476,5337969,2441184,5962272,8925132,14982731,5678650
5477,1171918,0.8,0.68,1187875,1389603,0.31
5478,0.44,0.27,0.44,0.23,0.16,0.65
5479,9543245,3663428,5458124,4987019,29913949,1859987
5480,25387037,29847275,19214684,95875622,81985690,3288960
5481,1690085,1541860,1668123,2603554,2863311,0.39
5482,15819270,15447931,2708344,24551053,2957570,12054758
5483,0.22,0.07,0.66,0.07,0.28,0.1
5484,0.03,0.04,0.05,0.07,0.06,0.1
5485,1782735,4901519,2028476,4803068,7195476,2535812
5486,0.85,48340072,9432807,120825963,0.94,152373543
5487,0.65,0.77,0.56,1049859,0.89,0.55
5488,0.03,0.04,0.05,2948922,0.06,0.1
5489,16456879,11749513,8508684,6946896,12102118,6029025
5490,2299475,8771261,2715784,0.47,9942181,2086173
5491,2527145,1134074,3861116,3182299,1217103,3041090
5492,16484352,17734893,14771388,6492634,18620915,23223329
5493,1423255,47828767,0.42,0.42,0.48,1055230
5494,0.03,0.04,0.05,0.06,0.06,0.48
5495,0.07,0.04,0.05,0.25,0.2,1721584
5496,0.03,0.04,0.05,0.06,0.06,0.11
5497,0.03,0.04,0.05,0.06,0.06,0.11
5498,8215016,12673894,106998311,0.58,2154604,20689139
5499,0.48,0.04,0.05,0.06,0.06,0.11
5500,58848242,131213352,170420689,621354520,445190958,60262156
5501,0.48,0.53,0.25,0.21,20273308,8093109
5502,0.07,0.04,0.05,4343577,39963976,0.11
5503,0.03,4537938,0.05,0.06,0.06,5398827
5504,161887459,218812437,212963049,549644235,836222285,320049227
5505,0.05,0.04,0.05,0.08,0.06,0.11
5506,0.03,0.04,0.05,0.06,0.06,0.11
5507,0.03,0.04,0.05,0.06,0.09,0.11
5508,11913638,10343567,7458675,9995406,5580496,1121554
5509,3863397,9538202,35253873,27243474,0.22,7040548
5510,0.04,0.09,0.06,2084175,0.18,0.11
5511,0.25,1153211,0.31,0.34,1148707,0.11
5512,0.31,0.29,0.36,0.45,0.34,0.2
5513,0.03,0.04,0.05,0.07,0.07,0.11
5514,1112576,1227356,1102579,2316020,1832295,3860064
5515,19729899,21929477,36428075,199965659,145821949,153609595
5516,0.12,0.19,0.22,0.17,0.41,0.11
5517,0.03,0.06,0.05,0.14,0.2,0.11
5518,8166594,24800886,31974471,89530216,46917231,130191113
5519,2716360,3574288,20362902,178128950,1391577,45309770
5520,0.03,2139303,0.05,0.08,0.12,0.11
5521,0.1,0.04,0.05,0.12,0.19,0.11
5522,0.06,0.05,0.05,0.15,0.08,0.11
5523,1112408,0.84,1062833,0.84,0.76,0.36
5524,0.05,8317226,0.05,0.07,0.08,7066467
5525,3369382,2739610,3125017,3625486,3520911,0.45
5526,371911719,679920166,943037629,1801299460,1604039189,1454497451
5527,18179582,15291600,16577307,21526188,22024867,46825558
5528,3681833,3160381,13142426,2482578,5314006,1667937
5529,0.03,0.05,0.05,0.08,0.07,0.1
